obsHistID,expMJD,filter,bandmag
229227,49648.024763,r,28.69796750606396
229228,49648.025191,r,28.698003412806568
229229,49648.025619,r,28.698039317949217
229230,49648.026036,r,28.69807429875745
229231,49648.026464,r,28.69811020074073
229232,49648.026892,r,28.69814610112346
229233,49648.02732,r,28.698181999905444
229234,49648.027749,r,28.698217980956567
229235,49648.028165,r,28.69825287013679
229236,49648.028594,r,28.698288848019203
229237,49648.02901,r,28.69832373412576
229238,49648.029438,r,28.698359624983393
229239,49648.029867,r,28.69839559809066
229240,49648.031649,g,33.45254187104671
229241,49648.032066,g,33.451997238017825
229242,49648.032482,g,33.4514542150416
229243,49648.032911,g,33.45089454025589
229244,49648.033339,g,33.45033649114381
229245,49648.033756,g,33.44979309252735
229246,49648.034172,g,33.449251299697586
229247,49648.034601,g,33.44869289214651
229248,49648.035017,g,33.44815171242332
229249,49648.035434,g,33.447609534240854
229250,49648.037216,i,26.70446568755938
229251,49648.037644,i,26.70448569574539
229252,49648.038073,i,26.704505750721257
229253,49648.038489,i,26.704525198009623
229254,49648.038906,i,26.70454469208575
229255,49648.039323,i,26.704564186200685
229256,49648.039739,i,26.70458363360648
229257,49648.040156,i,26.704603127799956
229258,49648.040584,i,26.70462313626928
229259,49648.041013,i,26.704643191528756
229260,49648.041429,i,26.70466263909244
229261,49648.041857,i,26.70468264768438
229262,49648.042274,i,26.70470214207661
229263,49648.042691,i,26.704721636507955
229264,49648.043119,i,26.7047416452214
229265,49648.043536,i,26.704761139731662
229266,49648.043952,i,26.70478058753179
229267,49648.044381,i,26.70480064311629
229268,49648.044797,i,26.704820090995455
229269,49648.045214,i,26.704839585663052
229270,49648.046996,z,26.105302184535994
229271,49648.047425,z,26.105323259252703
229272,49648.047853,z,26.105344284719433
229273,49648.048269,z,26.10536472056782
229274,49648.048686,z,26.10538520542269
229275,49648.049103,z,26.105405690158882
229276,49648.049531,z,26.105426715136943
229277,49648.049948,z,26.105447199633673
229278,49648.050364,z,26.105467634888953
229279,49648.050793,z,26.105488708622424
229280,49648.051221,z,26.105509733108086
229281,49648.051649,z,26.105530757469005
229282,49648.052077,z,26.105551781705177
229283,49648.052494,z,26.105572265479
229284,49648.052922,z,26.10559328946882
229285,49648.053351,z,26.105614362454894
229286,49648.053779,z,26.10563538619481
229287,49648.054195,z,26.10565582036424
229288,49648.054612,z,26.105676303536285
229289,49648.05504,z,26.105697326908377
229290,49648.055457,z,26.10571780984023
229291,49648.055885,z,26.10573883296577
229292,49648.056302,z,26.105759315657018
229293,49648.056719,z,26.105779798230046
229294,49648.057135,z,26.105800231566008
229295,49648.057563,z,26.105821254201764
229296,49648.059346,y,25.638265016321885
229297,49648.059763,y,25.638283337721877
229298,49648.060179,y,25.63830161501702
229299,49648.060607,y,25.638320419365556
229300,49648.061036,y,25.638339267470233
229301,49648.061464,y,25.638358071461052
229302,49648.061892,y,25.638376875273195
229303,49648.062309,y,25.638395195638086
229304,49648.062737,y,25.638413999097427
229305,49648.063165,y,25.63843280237805
229306,49648.063594,y,25.63845164941222
229307,49648.06401,y,25.63846992515277
229308,49648.064427,y,25.63848824465559
229309,49648.064855,y,25.638507047230377
229310,49648.065283,y,25.63852584962669
229311,49648.0657,y,25.638544168611396
229312,49648.066117,y,25.638562487426668
229313,49648.066545,y,25.638581289295388
229314,49648.066973,y,25.63860009098525
229315,49648.067401,y,25.638618892496247
